# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	14964	17633	+							BVG12_RS02440	2670		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	14964	17633	+	WP_083684437.1	WP_083684437.1		heavy metal translocating P-type ATPase			BVG12_RS02440	2670	889	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	17630	18349	+							BVG12_RS02445	720		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	17630	18349	+	WP_075791038.1	WP_075791038.1		transporter			BVG12_RS02445	720	239	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	18674	19753	-					modC		BVG12_RS02450	1080		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	18674	19753	-	WP_075791039.1	WP_075791039.1		molybdenum ABC transporter ATP-binding protein	modC		BVG12_RS02450	1080	359	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	19755	20432	-					modB		BVG12_RS02455	678		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	19755	20432	-	WP_075791040.1	WP_075791040.1		molybdate ABC transporter permease subunit	modB		BVG12_RS02455	678	225	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	20437	21207	-					modA		BVG12_RS02460	771		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	20437	21207	-	WP_075791041.1	WP_075791041.1		molybdate ABC transporter substrate-binding protein	modA		BVG12_RS02460	771	256	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	21555	22868	+							BVG12_RS02465	1314		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	21555	22868	+	WP_075791042.1	WP_075791042.1		voltage-gated chloride channel family protein			BVG12_RS02465	1314	437	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	22887	23216	+							BVG12_RS02470	330		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	22887	23216	+	WP_229503966.1	WP_229503966.1		DUF190 domain-containing protein			BVG12_RS02470	330	109	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	23230	23616	+					crcB		BVG12_RS02475	387		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	23230	23616	+	WP_075791044.1	WP_075791044.1		fluoride efflux transporter CrcB	crcB		BVG12_RS02475	387	128	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	23628	23945	+							BVG12_RS02480	318		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	23628	23945	+	WP_075791045.1	WP_075791045.1		DUF190 domain-containing protein			BVG12_RS02480	318	105	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	23956	24387	+							BVG12_RS02485	432		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	23956	24387	+	WP_075791046.1	WP_075791046.1		EamA family transporter			BVG12_RS02485	432	143	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	24421	24795	-							BVG12_RS02490	375		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	24421	24795	-	WP_075791047.1	WP_075791047.1		LysR family transcriptional regulator			BVG12_RS02490	375	124	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	24885	25217	-							BVG12_RS02495	333		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	24885	25217	-	WP_218921041.1	WP_218921041.1		YnfA family protein			BVG12_RS02495	333	110	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	25320	25742	-							BVG12_RS02500	423		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	25320	25742	-	WP_075791048.1	WP_075791048.1		EamA family transporter			BVG12_RS02500	423	140	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	25861	26577	-					arsH		BVG12_RS02505	717		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	25861	26577	-	WP_075791049.1	WP_075791049.1		arsenical resistance protein ArsH	arsH		BVG12_RS02505	717	238	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	26574	26996	-					arsC		BVG12_RS02510	423		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	26574	26996	-	WP_075791050.1	WP_075791050.1		arsenate reductase (glutaredoxin)	arsC		BVG12_RS02510	423	140	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	27010	28290	-							BVG12_RS02515	1281		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	27010	28290	-	WP_075791051.1	WP_075791051.1		arsenic transporter			BVG12_RS02515	1281	426	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	28377	28856	-							BVG12_RS02520	480		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	28377	28856	-	WP_075791052.1	WP_075791052.1		arsenate reductase ArsC			BVG12_RS02520	480	159	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	28942	29286	-							BVG12_RS02525	345		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	28942	29286	-	WP_075791053.1	WP_075791053.1		metalloregulator ArsR/SmtB family transcription factor			BVG12_RS02525	345	114	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	29559	30575	+					pstS		BVG12_RS02530	1017		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	29559	30575	+	WP_075791054.1	WP_075791054.1		phosphate ABC transporter substrate-binding protein PstS	pstS		BVG12_RS02530	1017	338	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	30632	31618	+					pstC		BVG12_RS02535	987		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	30632	31618	+	WP_075791055.1	WP_075791055.1		phosphate ABC transporter permease subunit PstC	pstC		BVG12_RS02535	987	328	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	31615	32475	+					pstA		BVG12_RS02540	861		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	31615	32475	+	WP_075791056.1	WP_075791056.1		phosphate ABC transporter permease PstA	pstA		BVG12_RS02540	861	286	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	32534	33292	+					pstB		BVG12_RS02545	759		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	32534	33292	+	WP_218921062.1	WP_218921062.1		phosphate ABC transporter ATP-binding protein PstB	pstB		BVG12_RS02545	759	252	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	33320	34024	+					phoU		BVG12_RS02550	705		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	33320	34024	+	WP_075791058.1	WP_075791058.1		phosphate signaling complex protein PhoU	phoU		BVG12_RS02550	705	234	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	34002	34730	+							BVG12_RS33340	729		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	34002	34730	+	WP_169926781.1	WP_169926781.1		response regulator transcription factor			BVG12_RS33340	729	242	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	34797	35306	-							BVG12_RS02560	510		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	34797	35306	-	WP_075791060.1	WP_075791060.1		arsenate reductase ArsC			BVG12_RS02560	510	169	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	35319	35840	-							BVG12_RS02565	522		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	35319	35840	-	WP_075791061.1	WP_075791061.1		arsenate reductase ArsC			BVG12_RS02565	522	173	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	36099	37508	+							BVG12_RS02570	1410		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	36099	37508	+	WP_083684443.1	WP_083684443.1		NAD(P)-binding domain-containing protein			BVG12_RS02570	1410	469	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	37521	38786	+							BVG12_RS02575	1266		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	37521	38786	+	WP_229503782.1	WP_229503782.1		MFS transporter			BVG12_RS02575	1266	421	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	38815	39141	+							BVG12_RS02580	327		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	38815	39141	+	WP_075791062.1	WP_075791062.1		metalloregulator ArsR/SmtB family transcription factor			BVG12_RS02580	327	108	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	39228	40157	-							BVG12_RS02585	930		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	39228	40157	-	WP_083684448.1	WP_083684448.1		IS5 family transposase			BVG12_RS02585	930	309	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	40604	41092	+							BVG12_RS02590	489		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	40604	41092	+	WP_229503967.1	WP_229503967.1		SIS domain-containing protein			BVG12_RS02590	489	162	
gene	pseudogene	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	41239	41405	+							BVG12_RS34925	167		partial;pseudo
CDS	without_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	41239	41405	+				transposase domain-containing protein			BVG12_RS34925	167		partial;pseudo
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	41437	41649	-							BVG12_RS34930	213		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	41437	41649	-	WP_075791064.1	WP_075791064.1		hypothetical protein			BVG12_RS34930	213	70	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	41654	41929	-					merP		BVG12_RS02600	276		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	41654	41929	-	WP_075791065.1	WP_075791065.1		mercury resistance system periplasmic binding protein MerP	merP		BVG12_RS02600	276	91	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	41942	42286	-							BVG12_RS02605	345		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	41942	42286	-	WP_075791066.1	WP_075791066.1		mercury transporter MerT			BVG12_RS02605	345	114	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	42353	42751	+					merR		BVG12_RS02610	399		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	42353	42751	+	WP_075791067.1	WP_075791067.1		Hg(II)-responsive transcriptional regulator	merR		BVG12_RS02610	399	132	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	42837	43034	-							BVG12_RS33755	198		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	42837	43034	-	WP_156895506.1	WP_156895506.1		hypothetical protein			BVG12_RS33755	198	65	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	43056	43757	-							BVG12_RS02615	702		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	43056	43757	-	WP_229503783.1	WP_229503783.1		sulfite exporter TauE/SafE family protein			BVG12_RS02615	702	233	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	43754	44020	-							BVG12_RS02620	267		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	43754	44020	-	WP_075791068.1	WP_075791068.1		thioredoxin family protein			BVG12_RS02620	267	88	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	44017	44463	-							BVG12_RS02625	447		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	44017	44463	-	WP_229503784.1	WP_229503784.1		heavy metal-responsive transcriptional regulator			BVG12_RS02625	447	148	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	44580	47039	+							BVG12_RS02630	2460		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	44580	47039	+	WP_075791069.1	WP_075791069.1		cation-translocating P-type ATPase			BVG12_RS02630	2460	819	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	47064	47291	+							BVG12_RS02635	228		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	47064	47291	+	WP_075791070.1	WP_075791070.1		heavy-metal-associated domain-containing protein			BVG12_RS02635	228	75	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	47450	48646	+							BVG12_RS02640	1197		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	47450	48646	+	WP_075791071.1	WP_075791071.1		MFS transporter			BVG12_RS02640	1197	398	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	48706	51672	-							BVG12_RS02645	2967		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	48706	51672	-	WP_075791072.1	WP_075791072.1		Tn3 family transposase			BVG12_RS02645	2967	988	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	51763	52326	-							BVG12_RS02650	564		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	51763	52326	-	WP_075791073.1	WP_075791073.1		recombinase family protein			BVG12_RS02650	564	187	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	52582	53376	-							BVG12_RS02655	795		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	52582	53376	-	WP_075791074.1	WP_075791074.1		sulfite exporter TauE/SafE family protein			BVG12_RS02655	795	264	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	53388	53825	-							BVG12_RS02660	438		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	53388	53825	-	WP_053821758.1	WP_053821758.1		transporter			BVG12_RS02660	438	145	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	53836	54267	-							BVG12_RS02665	432		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	53836	54267	-	WP_053821757.1	WP_053821757.1		YeeE/YedE family protein			BVG12_RS02665	432	143	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	54280	54588	-							BVG12_RS02670	309		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	54280	54588	-	WP_053821756.1	WP_053821756.1		metalloregulator ArsR/SmtB family transcription factor			BVG12_RS02670	309	102	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	54713	55462	+							BVG12_RS02675	750		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	54713	55462	+	WP_053821755.1	WP_053821755.1		MBL fold metallo-hydrolase			BVG12_RS02675	750	249	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	55491	55919	+							BVG12_RS02680	429		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	55491	55919	+	WP_053821754.1	WP_053821754.1		hypothetical protein			BVG12_RS02680	429	142	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	56121	56795	+							BVG12_RS02685	675		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	56121	56795	+	WP_226994866.1	WP_226994866.1		TlpA family protein disulfide reductase			BVG12_RS02685	675	224	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	57232	58248	+							BVG12_RS02695	1017		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	57232	58248	+	WP_083684450.1	WP_083684450.1		tyrosine-type recombinase/integrase			BVG12_RS02695	1017	338	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	58395	59033	-							BVG12_RS02700	639		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	58395	59033	-	WP_228892616.1	WP_228892616.1		c-type cytochrome			BVG12_RS02700	639	212	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	59045	60298	-							BVG12_RS02705	1254		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	59045	60298	-	WP_051306791.1	WP_051306791.1		molybdopterin-dependent oxidoreductase			BVG12_RS02705	1254	417	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	60364	61758	-							BVG12_RS02710	1395		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	60364	61758	-	WP_075791079.1	WP_075791079.1		beta-propeller fold lactonase family protein			BVG12_RS02710	1395	464	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	61762	62124	-							BVG12_RS02715	363		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	61762	62124	-	WP_228896677.1	WP_228896677.1		DUF305 domain-containing protein			BVG12_RS02715	363	120	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	62211	63008	-							BVG12_RS02720	798		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	62211	63008	-	WP_075791080.1	WP_075791080.1		anti-sigma factor			BVG12_RS02720	798	265	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	63005	63511	-							BVG12_RS02725	507		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	63005	63511	-	WP_075791081.1	WP_075791081.1		RNA polymerase sigma factor			BVG12_RS02725	507	168	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	63540	63968	-							BVG12_RS02730	429		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	63540	63968	-	WP_075791082.1	WP_075791082.1		nuclear transport factor 2 family protein			BVG12_RS02730	429	142	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	64050	65024	-							BVG12_RS02735	975		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	64050	65024	-	WP_228892619.1	WP_228892619.1		LysR family transcriptional regulator			BVG12_RS02735	975	324	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	65080	66096	+							BVG12_RS02740	1017		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	65080	66096	+	WP_075791083.1	WP_075791083.1		putative sulfate exporter family transporter			BVG12_RS02740	1017	338	
gene	pseudogene	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	66534	66746	-							BVG12_RS02745	213		partial;pseudo
CDS	without_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	66534	66746	-				arsenate reductase (glutaredoxin)			BVG12_RS02745	213		partial;pseudo
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	66772	68052	-							BVG12_RS02750	1281		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	66772	68052	-	WP_075791084.1	WP_075791084.1		arsenic transporter			BVG12_RS02750	1281	426	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	68127	68606	-							BVG12_RS02755	480		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	68127	68606	-	WP_075791085.1	WP_075791085.1		arsenate reductase ArsC			BVG12_RS02755	480	159	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	68643	68987	-							BVG12_RS02760	345		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	68643	68987	-	WP_075796165.1	WP_075796165.1		metalloregulator ArsR/SmtB family transcription factor			BVG12_RS02760	345	114	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	69049	69561	-							BVG12_RS02765	513		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	69049	69561	-	WP_075796166.1	WP_075796166.1		arsenate reductase ArsC			BVG12_RS02765	513	170	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	69795	71198	+							BVG12_RS02770	1404		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	69795	71198	+	WP_075791086.1	WP_075791086.1		NAD(P)-binding protein			BVG12_RS02770	1404	467	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	71250	72464	+							BVG12_RS02775	1215		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	71250	72464	+	WP_075791087.1	WP_075791087.1		MFS transporter			BVG12_RS02775	1215	404	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	72537	72818	+							BVG12_RS02780	282		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	72537	72818	+	WP_083684453.1	WP_083684453.1		metalloregulator ArsR/SmtB family transcription factor			BVG12_RS02780	282	93	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	73514	74638	-							BVG12_RS33760	1125		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	73514	74638	-	WP_169926782.1	WP_169926782.1		site-specific integrase			BVG12_RS33760	1125	374	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	74842	75378	-							BVG12_RS02790	537		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	74842	75378	-	WP_156895508.1	WP_156895508.1		hypothetical protein			BVG12_RS02790	537	178	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	75371	77764	-							BVG12_RS33765	2394		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	75371	77764	-	WP_156895509.1	WP_156895509.1		hypothetical protein			BVG12_RS33765	2394	797	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	77857	79551	-							BVG12_RS33770	1695		
CDS	with_protein	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	77857	79551	-	WP_156895510.1	WP_156895510.1		hypothetical protein			BVG12_RS33770	1695	564	
gene	protein_coding	GCF_001941825.1	Primary Assembly	chromosome		NZ_CP019038.1	79812	80885	-							BVG12_RS33775	1074		
