# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	28950	29507	-	WP_131143567.1	WP_131143567.1		NAD(P)H-dependent oxidoreductase			EYF70_RS00105	558	185	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	29548	30438	-							EYF70_RS00110	891		old_locus_tag=EYF70_00110
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	29548	30438	-	WP_131143568.1	WP_131143568.1		LysR family transcriptional regulator			EYF70_RS00110	891	296	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	30524	31129	+							EYF70_RS00115	606		old_locus_tag=EYF70_00115
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	30524	31129	+	WP_229420639.1	WP_229420639.1		glutathione binding-like protein			EYF70_RS00115	606	201	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	31131	31448	+							EYF70_RS00120	318		old_locus_tag=EYF70_00120
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	31131	31448	+	WP_131143570.1	WP_131143570.1		multidrug efflux SMR transporter			EYF70_RS00120	318	105	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	31501	33657	-							EYF70_RS00125	2157		old_locus_tag=EYF70_00125
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	31501	33657	-	WP_131143571.1	WP_131143571.1		S46 family peptidase			EYF70_RS00125	2157	718	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	33840	34109	-							EYF70_RS00130	270		old_locus_tag=EYF70_00130
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	33840	34109	-	WP_130187247.1	WP_130187247.1		GlsB/YeaQ/YmgE family stress response membrane protein			EYF70_RS00130	270	89	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	34327	35463	+							EYF70_RS00135	1137		old_locus_tag=EYF70_00135
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	34327	35463	+	WP_131143572.1	WP_131143572.1		hypothetical protein			EYF70_RS00135	1137	378	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	35568	36614	-							EYF70_RS00140	1047		old_locus_tag=EYF70_00140
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	35568	36614	-	WP_165497538.1	WP_165497538.1		acyltransferase			EYF70_RS00140	1047	348	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	36771	37286	-							EYF70_RS31320	516		old_locus_tag=EYF70_00145
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	36771	37286	-	WP_131143574.1	WP_131143574.1		Clp protease N-terminal domain-containing protein			EYF70_RS31320	516	171	
gene	pseudogene	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	37376	37507	-							EYF70_RS31440	132		partial;pseudo
CDS	without_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	37376	37507	-				helix-turn-helix domain-containing protein			EYF70_RS31440	132		partial;pseudo
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	37722	38282	-							EYF70_RS00155	561		old_locus_tag=EYF70_00155
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	37722	38282	-	WP_131143576.1	WP_131143576.1		YceI family protein			EYF70_RS00155	561	186	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	38381	38935	-							EYF70_RS00160	555		old_locus_tag=EYF70_00160
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	38381	38935	-	WP_131143577.1	WP_131143577.1		YceI family protein			EYF70_RS00160	555	184	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	38954	39478	-							EYF70_RS00165	525		old_locus_tag=EYF70_00165
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	38954	39478	-	WP_131143578.1	WP_131143578.1		cytochrome b			EYF70_RS00165	525	174	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	39659	41032	-					purB		EYF70_RS00170	1374		old_locus_tag=EYF70_00170
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	39659	41032	-	WP_131143579.1	WP_131143579.1		adenylosuccinate lyase	purB		EYF70_RS00170	1374	457	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	41183	41794	+							EYF70_RS00175	612		old_locus_tag=EYF70_00175
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	41183	41794	+	WP_131143580.1	WP_131143580.1		glutathione S-transferase N-terminal domain-containing protein			EYF70_RS00175	612	203	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	41857	42801	+							EYF70_RS00180	945		old_locus_tag=EYF70_00180
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	41857	42801	+	WP_131143581.1	WP_131143581.1		PfkB family carbohydrate kinase			EYF70_RS00180	945	314	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	42934	43419	-					bfr		EYF70_RS00185	486		old_locus_tag=EYF70_00185
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	42934	43419	-	WP_131143582.1	WP_131143582.1		bacterioferritin	bfr		EYF70_RS00185	486	161	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	43588	45903	+							EYF70_RS00190	2316		old_locus_tag=EYF70_00190
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	43588	45903	+	WP_131143583.1	WP_131143583.1		TonB-dependent siderophore receptor			EYF70_RS00190	2316	771	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	45914	46594	+							EYF70_RS00195	681		old_locus_tag=EYF70_00195
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	45914	46594	+	WP_131143584.1	WP_131143584.1		Fe2+-dependent dioxygenase			EYF70_RS00195	681	226	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	46765	47529	-							EYF70_RS00200	765		old_locus_tag=EYF70_00200
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	46765	47529	-	WP_131143585.1	WP_131143585.1		energy transducer TonB			EYF70_RS00200	765	254	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	47538	47747	-							EYF70_RS00205	210		old_locus_tag=EYF70_00205
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	47538	47747	-	WP_131143586.1	WP_131143586.1		(2Fe-2S)-binding protein			EYF70_RS00205	210	69	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	48007	48333	+							EYF70_RS00210	327		old_locus_tag=EYF70_00210
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	48007	48333	+	WP_131148808.1	WP_131148808.1		ferrous iron transport protein A			EYF70_RS00210	327	108	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	48353	50242	+							EYF70_RS00215	1890		old_locus_tag=EYF70_00215
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	48353	50242	+	WP_131143587.1	WP_131143587.1		ferrous iron transporter B			EYF70_RS00215	1890	629	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	50253	50528	+							EYF70_RS00220	276		old_locus_tag=EYF70_00220
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	50253	50528	+	WP_174800380.1	WP_174800380.1		hypothetical protein			EYF70_RS00220	276	91	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	50693	52954	-							EYF70_RS00225	2262		old_locus_tag=EYF70_00225
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	50693	52954	-	WP_229420640.1	WP_229420640.1		catecholate siderophore receptor Fiu			EYF70_RS00225	2262	753	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	53162	53896	+							EYF70_RS00230	735		old_locus_tag=EYF70_00230
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	53162	53896	+	WP_131143589.1	WP_131143589.1		glutathione S-transferase			EYF70_RS00230	735	244	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	53924	54697	+							EYF70_RS00235	774		old_locus_tag=EYF70_00235
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	53924	54697	+	WP_131143590.1	WP_131143590.1		5'-3' exonuclease			EYF70_RS00235	774	257	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	54739	55158	+							EYF70_RS00240	420		old_locus_tag=EYF70_00240
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	54739	55158	+	WP_131143591.1	WP_131143591.1		response regulator			EYF70_RS00240	420	139	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	55359	56468	-					mnmA		EYF70_RS00245	1110		old_locus_tag=EYF70_00245
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	55359	56468	-	WP_131143592.1	WP_131143592.1		tRNA 2-thiouridine(34) synthase MnmA	mnmA		EYF70_RS00245	1110	369	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	56487	56969	-							EYF70_RS00250	483		old_locus_tag=EYF70_00250
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	56487	56969	-	WP_131143593.1	WP_131143593.1		NUDIX hydrolase			EYF70_RS00250	483	160	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	57185	58297	+							EYF70_RS00255	1113		old_locus_tag=EYF70_00255
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	57185	58297	+	WP_131143594.1	WP_131143594.1		Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha			EYF70_RS00255	1113	370	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	58409	58714	+							EYF70_RS00260	306		old_locus_tag=EYF70_00260
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	58409	58714	+	WP_131143595.1	WP_131143595.1		proton-translocating transhydrogenase family protein			EYF70_RS00260	306	101	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	58714	60186	+							EYF70_RS00265	1473		old_locus_tag=EYF70_00265
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	58714	60186	+	WP_131143596.1	WP_131143596.1		NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta			EYF70_RS00265	1473	490	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	60332	61771	+							EYF70_RS00270	1440		old_locus_tag=EYF70_00270
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	60332	61771	+	WP_229420641.1	WP_229420641.1		glycosyl hydrolase			EYF70_RS00270	1440	479	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	61828	62862	+							EYF70_RS00275	1035		old_locus_tag=EYF70_00275
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	61828	62862	+	WP_131143598.1	WP_131143598.1		LacI family DNA-binding transcriptional regulator			EYF70_RS00275	1035	344	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	62952	64319	+							EYF70_RS00280	1368		old_locus_tag=EYF70_00280
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	62952	64319	+	WP_229420642.1	WP_229420642.1		cellulase family glycosylhydrolase			EYF70_RS00280	1368	455	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	64309	65688	+							EYF70_RS00285	1380		old_locus_tag=EYF70_00285
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	64309	65688	+	WP_131143599.1	WP_131143599.1		beta-glucosidase			EYF70_RS00285	1380	459	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	65832	68567	+							EYF70_RS00290	2736		old_locus_tag=EYF70_00290
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	65832	68567	+	WP_131143600.1	WP_131143600.1		TonB-dependent receptor			EYF70_RS00290	2736	911	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	68658	71144	+							EYF70_RS00295	2487		old_locus_tag=EYF70_00295
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	68658	71144	+	WP_229420643.1	WP_229420643.1		glycoside hydrolase family 3 C-terminal domain-containing protein			EYF70_RS00295	2487	828	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	71154	72449	+							EYF70_RS00300	1296		old_locus_tag=EYF70_00300
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	71154	72449	+	WP_131143602.1	WP_131143602.1		sugar MFS transporter			EYF70_RS00300	1296	431	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	72608	73786	-							EYF70_RS00305	1179		old_locus_tag=EYF70_00305
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	72608	73786	-	WP_131143603.1	WP_131143603.1		UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase			EYF70_RS00305	1179	392	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	73783	75129	-					pepP		EYF70_RS00310	1347		old_locus_tag=EYF70_00310
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	73783	75129	-	WP_131143604.1	WP_131143604.1		Xaa-Pro aminopeptidase	pepP		EYF70_RS00310	1347	448	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	75126	75842	-							EYF70_RS00315	717		old_locus_tag=EYF70_00315
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	75126	75842	-	WP_131143605.1	WP_131143605.1		nucleotidyltransferase family protein			EYF70_RS00315	717	238	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	75850	76914	-							EYF70_RS00320	1065		old_locus_tag=EYF70_00320
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	75850	76914	-	WP_131143606.1	WP_131143606.1		phosphotransferase			EYF70_RS00320	1065	354	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	77030	79303	+							EYF70_RS00325	2274		old_locus_tag=EYF70_00325
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	77030	79303	+	WP_131143607.1	WP_131143607.1		LPS-assembly protein LptD			EYF70_RS00325	2274	757	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	79463	80884	+							EYF70_RS00330	1422		old_locus_tag=EYF70_00330
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	79463	80884	+	WP_131143608.1	WP_131143608.1		peptidylprolyl isomerase			EYF70_RS00330	1422	473	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	80894	81961	+					pdxA		EYF70_RS00335	1068		old_locus_tag=EYF70_00335
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	80894	81961	+	WP_131143609.1	WP_131143609.1		4-hydroxythreonine-4-phosphate dehydrogenase PdxA	pdxA		EYF70_RS00335	1068	355	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	82132	82923	+					rsmA		EYF70_RS00340	792		old_locus_tag=EYF70_00340
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	82132	82923	+	WP_131143610.1	WP_131143610.1		16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	rsmA		EYF70_RS00340	792	263	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	83213	85837	+							EYF70_RS00345	2625		old_locus_tag=EYF70_00345
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	83213	85837	+	WP_131143611.1	WP_131143611.1		TonB-dependent receptor			EYF70_RS00345	2625	874	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	86388	88289	+							EYF70_RS00350	1902		old_locus_tag=EYF70_00350
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	86388	88289	+	WP_131143612.1	WP_131143612.1		polysaccharide lyase family 1 protein			EYF70_RS00350	1902	633	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	88328	88921	+							EYF70_RS00355	594		old_locus_tag=EYF70_00355
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	88328	88921	+	WP_165497539.1	WP_165497539.1		NF038129 family PEP-CTERM protein			EYF70_RS00355	594	197	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	89080	89673	-							EYF70_RS00360	594		old_locus_tag=EYF70_00360
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	89080	89673	-	WP_131143614.1	WP_131143614.1		hypothetical protein			EYF70_RS00360	594	197	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	89698	90306	-							EYF70_RS00365	609		old_locus_tag=EYF70_00365
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	89698	90306	-	WP_131143615.1	WP_131143615.1		hypothetical protein			EYF70_RS00365	609	202	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	90481	91887	-							EYF70_RS00370	1407		old_locus_tag=EYF70_00370
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	90481	91887	-	WP_131143616.1	WP_131143616.1		metallophosphoesterase			EYF70_RS00370	1407	468	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	91989	92699	+							EYF70_RS00375	711		old_locus_tag=EYF70_00375
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	91989	92699	+	WP_131143617.1	WP_131143617.1		HAD family hydrolase			EYF70_RS00375	711	236	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	92754	93770	+					hrcA		EYF70_RS00380	1017		old_locus_tag=EYF70_00380
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	92754	93770	+	WP_131143618.1	WP_131143618.1		heat-inducible transcriptional repressor HrcA	hrcA		EYF70_RS00380	1017	338	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	94107	94535	-					fur		EYF70_RS00385	429		old_locus_tag=EYF70_00385
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	94107	94535	-	WP_131143619.1	WP_131143619.1		ferric iron uptake transcriptional regulator	fur		EYF70_RS00385	429	142	
