# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	32962	33525	-	WP_107139646.1	WP_107139646.1		GTP cyclohydrolase I FolE	folE		C9I28_RS00155	564	187	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	33590	34423	-					nudC		C9I28_RS00160	834		old_locus_tag=C9I28_00160
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	33590	34423	-	WP_107139647.1	WP_107139647.1		NAD(+) diphosphatase	nudC		C9I28_RS00160	834	277	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	34628	37327	+							C9I28_RS00165	2700		old_locus_tag=C9I28_00165
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	34628	37327	+	WP_181259241.1	WP_181259241.1		tetratricopeptide repeat protein			C9I28_RS00165	2700	899	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	37344	39032	+							C9I28_RS00170	1689		old_locus_tag=C9I28_00170
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	37344	39032	+	WP_107139648.1	WP_107139648.1		hypothetical protein			C9I28_RS00170	1689	562	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	39206	40582	-							C9I28_RS00175	1377		old_locus_tag=C9I28_00175
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	39206	40582	-	WP_107139649.1	WP_107139649.1		amidase			C9I28_RS00175	1377	458	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	40579	41736	-							C9I28_RS00180	1158		old_locus_tag=C9I28_00180
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	40579	41736	-	WP_107139650.1	WP_107139650.1		N-acetyl sugar amidotransferase			C9I28_RS00180	1158	385	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	41733	42638	-							C9I28_RS00185	906		old_locus_tag=C9I28_00185
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	41733	42638	-	WP_107139651.1	WP_107139651.1		hypothetical protein			C9I28_RS00185	906	301	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	42664	43194	-							C9I28_RS00190	531		old_locus_tag=C9I28_00190
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	42664	43194	-	WP_107139652.1	WP_107139652.1		GNAT family N-acetyltransferase			C9I28_RS00190	531	176	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	43205	44518	-							C9I28_RS00195	1314		old_locus_tag=C9I28_00195
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	43205	44518	-	WP_107139653.1	WP_107139653.1		DegT/DnrJ/EryC1/StrS family aminotransferase			C9I28_RS00195	1314	437	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	44515	45501	-							C9I28_RS00200	987		old_locus_tag=C9I28_00200
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	44515	45501	-	WP_181259242.1	WP_181259242.1		Gfo/Idh/MocA family oxidoreductase			C9I28_RS00200	987	328	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	45506	46567	-					pseI		C9I28_RS00205	1062		old_locus_tag=C9I28_00205
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	45506	46567	-	WP_229415847.1	WP_229415847.1		pseudaminic acid synthase	pseI		C9I28_RS00205	1062	353	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	46569	48119	-					pseG		C9I28_RS00210	1551		old_locus_tag=C9I28_00210
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	46569	48119	-	WP_181259243.1	WP_181259243.1		UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase	pseG		C9I28_RS00210	1551	516	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	48119	48811	-					pseF		C9I28_RS00215	693		old_locus_tag=C9I28_00215
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	48119	48811	-	WP_107139656.1	WP_107139656.1		pseudaminic acid cytidylyltransferase	pseF		C9I28_RS00215	693	230	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	48808	49959	-					pseC		C9I28_RS00220	1152		old_locus_tag=C9I28_00220
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	48808	49959	-	WP_107139657.1	WP_107139657.1		UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase	pseC		C9I28_RS00220	1152	383	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	49956	50963	-					pseB		C9I28_RS00225	1008		old_locus_tag=C9I28_00225
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	49956	50963	-	WP_107139658.1	WP_107139658.1		UDP-N-acetylglucosamine 4,6-dehydratase (inverting)	pseB		C9I28_RS00225	1008	335	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	51098	52456	-							C9I28_RS00230	1359		old_locus_tag=C9I28_00230
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	51098	52456	-	WP_107139659.1	WP_107139659.1		HlyD family type I secretion periplasmic adaptor subunit			C9I28_RS00230	1359	452	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	52429	54570	-							C9I28_RS00235	2142		old_locus_tag=C9I28_00235
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	52429	54570	-	WP_107139660.1	WP_107139660.1		peptidase domain-containing ABC transporter			C9I28_RS00235	2142	713	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	54840	60761	-							C9I28_RS00240	5922		old_locus_tag=C9I28_00240
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	54840	60761	-	WP_107139661.1	WP_107139661.1		heme utilization protein			C9I28_RS00240	5922	1973	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	61460	62503	+							C9I28_RS00245	1044		old_locus_tag=C9I28_00245
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	61460	62503	+	WP_107139662.1	WP_107139662.1		hypothetical protein			C9I28_RS00245	1044	347	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	62665	63822	-							C9I28_RS00250	1158		old_locus_tag=C9I28_00250
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	62665	63822	-	WP_107139663.1	WP_107139663.1		glycosyltransferase family 2 protein			C9I28_RS00250	1158	385	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	63874	64968	-					tadA		C9I28_RS00255	1095		old_locus_tag=C9I28_00255
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	63874	64968	-	WP_107139664.1	WP_107139664.1		Flp pilus assembly complex ATPase component TadA	tadA		C9I28_RS00255	1095	364	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	65215	65904	+							C9I28_RS00260	690		old_locus_tag=C9I28_00260
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	65215	65904	+	WP_107139665.1	WP_107139665.1		response regulator transcription factor			C9I28_RS00260	690	229	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	65913	66398	-							C9I28_RS00265	486		old_locus_tag=C9I28_00265
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	65913	66398	-	WP_107139666.1	WP_107139666.1		lytic transglycosylase domain-containing protein			C9I28_RS00265	486	161	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	66395	67789	-					pilV		C9I28_RS00270	1395		old_locus_tag=C9I28_00270
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	66395	67789	-	WP_181259244.1	WP_181259244.1		shufflon system plasmid conjugative transfer pilus tip adhesin PilV	pilV		C9I28_RS00270	1395	464	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	67816	68307	-					pilM		C9I28_RS00275	492		old_locus_tag=C9I28_00275
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	67816	68307	-	WP_107139668.1	WP_107139668.1		type IV pilus biogenesis protein PilM	pilM		C9I28_RS00275	492	163	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	68337	68696	-							C9I28_RS00280	360		old_locus_tag=C9I28_00280
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	68337	68696	-	WP_229415848.1	WP_229415848.1		hypothetical protein			C9I28_RS00280	360	119	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	68741	68896	-							C9I28_RS28440	156		
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	68741	68896	-	WP_229415849.1	WP_229415849.1		hypothetical protein			C9I28_RS28440	156	51	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	68957	70033	-							C9I28_RS00285	1077		old_locus_tag=C9I28_00285
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	68957	70033	-	WP_107139669.1	WP_107139669.1		type II secretion system F family protein			C9I28_RS00285	1077	358	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	70023	71579	-					tadA		C9I28_RS00290	1557		old_locus_tag=C9I28_00290
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	70023	71579	-	WP_107144310.1	WP_107144310.1		Flp pilus assembly complex ATPase component TadA	tadA		C9I28_RS00290	1557	518	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	71666	72175	-					pilP		C9I28_RS00295	510		old_locus_tag=C9I28_00295
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	71666	72175	-	WP_107139670.1	WP_107139670.1		type IV pilus biogenesis protein PilP	pilP		C9I28_RS00295	510	169	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	72165	73427	-					pilO2		C9I28_RS00300	1263		old_locus_tag=C9I28_00300
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	72165	73427	-	WP_107139671.1	WP_107139671.1		type 4b pilus protein PilO2	pilO2		C9I28_RS00300	1263	420	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	73432	75192	-							C9I28_RS00305	1761		old_locus_tag=C9I28_00305
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	73432	75192	-	WP_107139672.1	WP_107139672.1		PilN family type IVB pilus formation outer membrane protein			C9I28_RS00305	1761	586	
gene	pseudogene	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	75263	75397	-							C9I28_RS00310	135		partial;pseudo;old_locus_tag=C9I28_00310
CDS	without_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	75263	75397	-				toxin co-regulated pilus biosynthesis Q family protein			C9I28_RS00310	135		partial;pseudo
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	75872	77890	-					sctC		C9I28_RS00315	2019		old_locus_tag=C9I28_00315
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	75872	77890	-	WP_229415850.1	WP_229415850.1		type III secretion system outer membrane ring subunit SctC	sctC		C9I28_RS00315	2019	672	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	77887	78297	-							C9I28_RS00320	411		old_locus_tag=C9I28_00320
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	77887	78297	-	WP_107139673.1	WP_107139673.1		hypothetical protein			C9I28_RS00320	411	136	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	78302	78535	-							C9I28_RS00325	234		old_locus_tag=C9I28_00325
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	78302	78535	-	WP_107139674.1	WP_107139674.1		hypothetical protein			C9I28_RS00325	234	77	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	78606	79193	-							C9I28_RS00330	588		old_locus_tag=C9I28_00330
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	78606	79193	-	WP_107139675.1	WP_107139675.1		flagellar biosynthesis/type III secretory pathway protein			C9I28_RS00330	588	195	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	79190	79762	-							C9I28_RS00335	573		old_locus_tag=C9I28_00335
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	79190	79762	-	WP_107139676.1	WP_107139676.1		hypothetical protein			C9I28_RS00335	573	190	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	79759	80571	-					sctJ		C9I28_RS00340	813		old_locus_tag=C9I28_00340
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	79759	80571	-	WP_107139677.1	WP_107139677.1		type III secretion inner membrane ring lipoprotein SctJ	sctJ		C9I28_RS00340	813	270	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	80574	80978	-							C9I28_RS00345	405		old_locus_tag=C9I28_00345
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	80574	80978	-	WP_107139678.1	WP_107139678.1		type III secretion protein			C9I28_RS00345	405	134	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	81046	81432	-							C9I28_RS00350	387		old_locus_tag=C9I28_00350
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	81046	81432	-	WP_146171835.1	WP_146171835.1		hypothetical protein			C9I28_RS00350	387	128	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	81429	82547	-					sctU		C9I28_RS00355	1119		old_locus_tag=C9I28_00355
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	81429	82547	-	WP_107139680.1	WP_107139680.1		type III secretion system export apparatus subunit SctU	sctU		C9I28_RS00355	1119	372	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	82544	83344	-					sctT		C9I28_RS00360	801		old_locus_tag=C9I28_00360
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	82544	83344	-	WP_107139681.1	WP_107139681.1		type III secretion system export apparatus subunit SctT	sctT		C9I28_RS00360	801	266	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	83346	83609	-					sctS		C9I28_RS00365	264		old_locus_tag=C9I28_00365
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	83346	83609	-	WP_107139682.1	WP_107139682.1		type III secretion system export apparatus subunit SctS	sctS		C9I28_RS00365	264	87	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	83634	84293	-					sctR		C9I28_RS00370	660		old_locus_tag=C9I28_00370
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	83634	84293	-	WP_107139683.1	WP_107139683.1		type III secretion system export apparatus subunit SctR	sctR		C9I28_RS00370	660	219	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	84287	85303	-					sctQ		C9I28_RS00375	1017		old_locus_tag=C9I28_00375
CDS	with_protein	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	84287	85303	-	WP_181259245.1	WP_181259245.1		type III secretion system cytoplasmic ring protein SctQ	sctQ		C9I28_RS00375	1017	338	
gene	protein_coding	GCF_003028855.1	Primary Assembly	chromosome		NZ_CP028324.1	85347	85958	-							C9I28_RS00380	612		old_locus_tag=C9I28_00380
