# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	33152	33907	-							E1742_RS00135	756		old_locus_tag=E1742_00135
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	33152	33907	-	WP_134382633.1	WP_134382633.1		SDR family oxidoreductase			E1742_RS00135	756	251	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	33935	34969	-							E1742_RS00140	1035		old_locus_tag=E1742_00140
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	33935	34969	-	WP_134382635.1	WP_134382635.1		LacI family transcriptional regulator			E1742_RS00140	1035	344	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	34995	37418	-							E1742_RS00145	2424		old_locus_tag=E1742_00145
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	34995	37418	-	WP_134382637.1	WP_134382637.1		TonB-dependent receptor			E1742_RS00145	2424	807	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	38014	39822	+							E1742_RS00150	1809		old_locus_tag=E1742_00150
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	38014	39822	+	WP_229466376.1	WP_229466376.1		AI-2E family transporter			E1742_RS00150	1809	602	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	40242	42155	+							E1742_RS00155	1914		old_locus_tag=E1742_00155
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	40242	42155	+	WP_134382639.1	WP_134382639.1		methyl-accepting chemotaxis protein			E1742_RS00155	1914	637	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	42502	42723	-							E1742_RS00160	222		old_locus_tag=E1742_00160
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	42502	42723	-	WP_134382641.1	WP_134382641.1		hypothetical protein			E1742_RS00160	222	73	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	43004	45139	+							E1742_RS00165	2136		old_locus_tag=E1742_00165
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	43004	45139	+	WP_134382643.1	WP_134382643.1		TonB-dependent siderophore receptor			E1742_RS00165	2136	711	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	45349	45573	+							E1742_RS00170	225		old_locus_tag=E1742_00170
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	45349	45573	+	WP_134382645.1	WP_134382645.1		hypothetical protein			E1742_RS00170	225	74	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	45579	46070	+							E1742_RS00175	492		old_locus_tag=E1742_00175
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	45579	46070	+	WP_134382647.1	WP_134382647.1		hypothetical protein			E1742_RS00175	492	163	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	46355	46603	-							E1742_RS00180	249		old_locus_tag=E1742_00180
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	46355	46603	-	WP_134382649.1	WP_134382649.1		DUF3297 family protein			E1742_RS00180	249	82	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	46774	47103	-							E1742_RS00185	330		old_locus_tag=E1742_00185
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	46774	47103	-	WP_134382651.1	WP_134382651.1		DUF5710 domain-containing protein			E1742_RS00185	330	109	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	47132	49342	-							E1742_RS00190	2211		old_locus_tag=E1742_00190
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	47132	49342	-	WP_134382653.1	WP_134382653.1		response regulator			E1742_RS00190	2211	736	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	49502	50110	+							E1742_RS00195	609		old_locus_tag=E1742_00195
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	49502	50110	+	WP_134382655.1	WP_134382655.1		SGNH/GDSL hydrolase family protein			E1742_RS00195	609	202	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	50161	51129	+							E1742_RS00200	969		old_locus_tag=E1742_00200
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	50161	51129	+	WP_134382657.1	WP_134382657.1		MBL fold metallo-hydrolase			E1742_RS00200	969	322	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	51224	52234	+							E1742_RS00205	1011		old_locus_tag=E1742_00205
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	51224	52234	+	WP_134382659.1	WP_134382659.1		AI-2E family transporter			E1742_RS00205	1011	336	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	52247	55573	-							E1742_RS00210	3327		old_locus_tag=E1742_00210
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	52247	55573	-	WP_206076717.1	WP_206076717.1		DUF6250 domain-containing protein			E1742_RS00210	3327	1108	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	55582	55815	-							E1742_RS00215	234		old_locus_tag=E1742_00215
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	55582	55815	-	WP_134382661.1	WP_134382661.1		hypothetical protein			E1742_RS00215	234	77	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	56111	56452	-							E1742_RS00220	342		old_locus_tag=E1742_00220
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	56111	56452	-	WP_166793370.1	WP_166793370.1		TonB-dependent receptor			E1742_RS00220	342	113	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	56884	58845	+							E1742_RS00225	1962		old_locus_tag=E1742_00225
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	56884	58845	+	WP_229466378.1	WP_229466378.1		TonB-dependent receptor			E1742_RS00225	1962	653	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	58842	59324	+							E1742_RS00230	483		old_locus_tag=E1742_00230
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	58842	59324	+	WP_134382665.1	WP_134382665.1		YfiR family protein			E1742_RS00230	483	160	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	59407	61242	+							E1742_RS00240	1836		old_locus_tag=E1742_00240
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	59407	61242	+	WP_166793371.1	WP_166793371.1		EAL domain-containing protein			E1742_RS00240	1836	611	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	61255	61743	-							E1742_RS00245	489		old_locus_tag=E1742_00245
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	61255	61743	-	WP_134382669.1	WP_134382669.1		hypothetical protein			E1742_RS00245	489	162	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	61951	63519	+							E1742_RS00250	1569		old_locus_tag=E1742_00250
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	61951	63519	+	WP_134382671.1	WP_134382671.1		methyl-accepting chemotaxis protein			E1742_RS00250	1569	522	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	63586	63999	-							E1742_RS00255	414		old_locus_tag=E1742_00255
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	63586	63999	-	WP_134382672.1	WP_134382672.1		Rrf2 family transcriptional regulator			E1742_RS00255	414	137	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	64103	65008	+							E1742_RS00260	906		old_locus_tag=E1742_00260
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	64103	65008	+	WP_134382674.1	WP_134382674.1		NAD(P)/FAD-dependent oxidoreductase			E1742_RS00260	906	301	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	64998	65687	-							E1742_RS00265	690		old_locus_tag=E1742_00265
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	64998	65687	-	WP_229466890.1	WP_229466890.1		4'-phosphopantetheinyl transferase superfamily protein			E1742_RS00265	690	229	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	65749	66699	+							E1742_RS00270	951		old_locus_tag=E1742_00270
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	65749	66699	+	WP_134382678.1	WP_134382678.1		2-hydroxyacid dehydrogenase			E1742_RS00270	951	316	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	66724	67608	-							E1742_RS00275	885		old_locus_tag=E1742_00275
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	66724	67608	-	WP_134382680.1	WP_134382680.1		helix-turn-helix domain-containing protein			E1742_RS00275	885	294	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	67640	68107	-							E1742_RS00280	468		old_locus_tag=E1742_00280
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	67640	68107	-	WP_134382682.1	WP_134382682.1		Lrp/AsnC family transcriptional regulator			E1742_RS00280	468	155	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	68238	71831	+							E1742_RS00285	3594		old_locus_tag=E1742_00285
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	68238	71831	+	WP_134382684.1	WP_134382684.1		indolepyruvate ferredoxin oxidoreductase family protein			E1742_RS00285	3594	1197	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	72054	72626	+							E1742_RS00290	573		old_locus_tag=E1742_00290
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	72054	72626	+	WP_134382686.1	WP_134382686.1		hypothetical protein			E1742_RS00290	573	190	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	72850	74034	+							E1742_RS00295	1185		old_locus_tag=E1742_00295
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	72850	74034	+	WP_134382688.1	WP_134382688.1		glutathione-dependent formaldehyde dehydrogenase			E1742_RS00295	1185	394	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	74045	74308	+							E1742_RS26505	264		
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	74045	74308	+	WP_229466380.1	WP_229466380.1		hypothetical protein			E1742_RS26505	264	87	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	74305	74622	+							E1742_RS26510	318		
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	74305	74622	+	WP_229466382.1	WP_229466382.1		hypothetical protein			E1742_RS26510	318	105	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	74634	76169	+							E1742_RS00305	1536		old_locus_tag=E1742_00305
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	74634	76169	+	WP_134382690.1	WP_134382690.1		FAD-dependent oxidoreductase			E1742_RS00305	1536	511	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	76257	76673	-							E1742_RS00310	417		old_locus_tag=E1742_00310
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	76257	76673	-	WP_166793372.1	WP_166793372.1		NUDIX domain-containing protein			E1742_RS00310	417	138	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	76934	77989	+							E1742_RS00315	1056		old_locus_tag=E1742_00315
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	76934	77989	+	WP_134382694.1	WP_134382694.1		hypothetical protein			E1742_RS00315	1056	351	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	77905	78195	+							E1742_RS00320	291		old_locus_tag=E1742_00320
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	77905	78195	+	WP_134382696.1	WP_134382696.1		hypothetical protein			E1742_RS00320	291	96	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	78206	78637	+							E1742_RS00325	432		old_locus_tag=E1742_00325
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	78206	78637	+	WP_229466390.1	WP_229466390.1		phosphate ABC transporter substrate-binding protein			E1742_RS00325	432	143	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	78634	81294	+							E1742_RS00330	2661		old_locus_tag=E1742_00330
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	78634	81294	+	WP_134382700.1	WP_134382700.1		EAL domain-containing protein			E1742_RS00330	2661	886	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	81539	83758	+							E1742_RS00335	2220		old_locus_tag=E1742_00335
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	81539	83758	+	WP_229466394.1	WP_229466394.1		response regulator			E1742_RS00335	2220	739	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	83796	84371	+							E1742_RS00340	576		old_locus_tag=E1742_00340
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	83796	84371	+	WP_134382702.1	WP_134382702.1		hypothetical protein			E1742_RS00340	576	191	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	84397	84987	+							E1742_RS00345	591		old_locus_tag=E1742_00345
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	84397	84987	+	WP_206076718.1	WP_206076718.1		lysozyme inhibitor LprI family protein			E1742_RS00345	591	196	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	85122	85355	+							E1742_RS00350	234		old_locus_tag=E1742_00350
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	85122	85355	+	WP_134382704.1	WP_134382704.1		hypothetical protein			E1742_RS00350	234	77	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	85753	86925	-							E1742_RS00355	1173		old_locus_tag=E1742_00355
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	85753	86925	-	WP_134382706.1	WP_134382706.1		mandelate racemase/muconate lactonizing enzyme family protein			E1742_RS00355	1173	390	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	87009	87932	+							E1742_RS00360	924		old_locus_tag=E1742_00360
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	87009	87932	+	WP_134382708.1	WP_134382708.1		LysR family transcriptional regulator			E1742_RS00360	924	307	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	87929	88762	-							E1742_RS00365	834		old_locus_tag=E1742_00365
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	87929	88762	-	WP_134382710.1	WP_134382710.1		HDOD domain-containing protein			E1742_RS00365	834	277	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	89032	90315	-							E1742_RS00370	1284		old_locus_tag=E1742_00370
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	89032	90315	-	WP_134382712.1	WP_134382712.1		D-amino acid dehydrogenase			E1742_RS00370	1284	427	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	90420	90911	+							E1742_RS00375	492		old_locus_tag=E1742_00375
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	90420	90911	+	WP_134382714.1	WP_134382714.1		Lrp/AsnC ligand binding domain-containing protein			E1742_RS00375	492	163	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	90915	91382	-							E1742_RS00380	468		old_locus_tag=E1742_00380
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	90915	91382	-	WP_134382716.1	WP_134382716.1		GNAT family N-acetyltransferase			E1742_RS00380	468	155	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	91600	93183	+							E1742_RS00385	1584		old_locus_tag=E1742_00385
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	91600	93183	+	WP_229466396.1	WP_229466396.1		hypothetical protein			E1742_RS00385	1584	527	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	93451	93945	+							E1742_RS00390	495		old_locus_tag=E1742_00390
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	93451	93945	+	WP_134382718.1	WP_134382718.1		hypothetical protein			E1742_RS00390	495	164	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	94062	95315	+							E1742_RS00395	1254		old_locus_tag=E1742_00395
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	94062	95315	+	WP_229466891.1	WP_229466891.1		FAD-dependent oxidoreductase			E1742_RS00395	1254	417	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	95535	96239	-							E1742_RS00400	705		old_locus_tag=E1742_00400
