# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	31562	31915	+	WP_145879494.1	WP_145879494.1		Hpt domain-containing protein			GO485_RS00125	354	117	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	32452	32655	+							GO485_RS00130	204		old_locus_tag=GO485_00130
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	32452	32655	+	WP_145879491.1	WP_145879491.1		cold-shock protein			GO485_RS00130	204	67	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	32946	33851	-							GO485_RS00135	906		old_locus_tag=GO485_00135
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	32946	33851	-	WP_145879489.1	WP_145879489.1		LysR family transcriptional regulator			GO485_RS00135	906	301	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	33990	35579	+					aceB		GO485_RS00140	1590		old_locus_tag=GO485_00140
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	33990	35579	+	WP_145879487.1	WP_145879487.1		malate synthase A	aceB		GO485_RS00140	1590	529	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	35593	36240	-							GO485_RS00145	648		old_locus_tag=GO485_00145
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	35593	36240	-	WP_158206626.1	WP_158206626.1		2-hydroxychromene-2-carboxylate isomerase			GO485_RS00145	648	215	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	36252	37037	-					gloB		GO485_RS00150	786		old_locus_tag=GO485_00150
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	36252	37037	-	WP_145879483.1	WP_145879483.1		hydroxyacylglutathione hydrolase	gloB		GO485_RS00150	786	261	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	37055	37825	+							GO485_RS00155	771		old_locus_tag=GO485_00155
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	37055	37825	+	WP_145879481.1	WP_145879481.1		class I SAM-dependent methyltransferase			GO485_RS00155	771	256	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	37818	38258	+					rnhA		GO485_RS00160	441		old_locus_tag=GO485_00160
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	37818	38258	+	WP_145879479.1	WP_145879479.1		ribonuclease HI	rnhA		GO485_RS00160	441	146	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	38316	39014	+					dnaQ		GO485_RS00165	699		old_locus_tag=GO485_00165
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	38316	39014	+	WP_145879477.1	WP_145879477.1		DNA polymerase III subunit epsilon	dnaQ		GO485_RS00165	699	232	
gene	tRNA	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	39069	39143	+							GO485_RS00170	75		old_locus_tag=GO485_00170
tRNA		GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	39069	39143	+				tRNA-Val			GO485_RS00170	75		anticodon=CAC
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	39263	40549	-							GO485_RS00175	1287		old_locus_tag=GO485_00175
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	39263	40549	-	WP_145879476.1	WP_145879476.1		DUF2254 domain-containing protein			GO485_RS00175	1287	428	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	40994	41563	+							GO485_RS00180	570		old_locus_tag=GO485_00180
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	40994	41563	+	WP_145879475.1	WP_145879475.1		hypothetical protein			GO485_RS00180	570	189	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	41578	43095	+							GO485_RS00185	1518		old_locus_tag=GO485_00185
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	41578	43095	+	WP_145879473.1	WP_145879473.1		BCCT family transporter			GO485_RS00185	1518	505	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	43193	44596	+							GO485_RS00190	1404		old_locus_tag=GO485_00190
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	43193	44596	+	WP_145879471.1	WP_145879471.1		DUF389 domain-containing protein			GO485_RS00190	1404	467	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	44801	45262	-							GO485_RS00195	462		old_locus_tag=GO485_00195
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	44801	45262	-	WP_145879469.1	WP_145879469.1		DUF305 domain-containing protein			GO485_RS00195	462	153	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	46402	46932	+							GO485_RS00200	531		old_locus_tag=GO485_00200
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	46402	46932	+	WP_158206627.1	WP_158206627.1		UpxY family transcription antiterminator			GO485_RS00200	531	176	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	47379	58175	+							GO485_RS00205	10797		old_locus_tag=GO485_00205
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	47379	58175	+	WP_158206628.1	WP_158206628.1		SDR family NAD(P)-dependent oxidoreductase			GO485_RS00205	10797	3598	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	58177	61797	+							GO485_RS00210	3621		old_locus_tag=GO485_00210
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	58177	61797	+	WP_145879462.1	WP_145879462.1		phosphopantetheine-binding protein			GO485_RS00210	3621	1206	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	61858	64464	+							GO485_RS00215	2607		old_locus_tag=GO485_00215
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	61858	64464	+	WP_145879460.1	WP_145879460.1		MMPL family transporter			GO485_RS00215	2607	868	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	64522	65421	+							GO485_RS00220	900		old_locus_tag=GO485_00220
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	64522	65421	+	WP_145879458.1	WP_145879458.1		outer membrane lipoprotein-sorting protein			GO485_RS00220	900	299	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	65421	66827	+							GO485_RS00225	1407		old_locus_tag=GO485_00225
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	65421	66827	+	WP_145879456.1	WP_145879456.1		hypothetical protein			GO485_RS00225	1407	468	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	66844	68115	+							GO485_RS00230	1272		old_locus_tag=GO485_00230
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	66844	68115	+	WP_145879454.1	WP_145879454.1		GMC family oxidoreductase N-terminal domain-containing protein			GO485_RS00230	1272	423	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	68154	68924	+							GO485_RS00235	771		old_locus_tag=GO485_00235
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	68154	68924	+	WP_145879452.1	WP_145879452.1		hypothetical protein			GO485_RS00235	771	256	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	68921	69661	+							GO485_RS00240	741		old_locus_tag=GO485_00240
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	68921	69661	+	WP_145879450.1	WP_145879450.1		hypothetical protein			GO485_RS00240	741	246	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	69699	69980	+							GO485_RS00245	282		old_locus_tag=GO485_00245
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	69699	69980	+	WP_158206629.1	WP_158206629.1		acyl carrier protein			GO485_RS00245	282	93	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	70021	85200	+							GO485_RS00250	15180		old_locus_tag=GO485_00250
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	70021	85200	+	WP_145879445.1	WP_145879445.1		SDR family NAD(P)-dependent oxidoreductase			GO485_RS00250	15180	5059	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	85197	99017	+							GO485_RS00255	13821		old_locus_tag=GO485_00255
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	85197	99017	+	WP_145879443.1	WP_145879443.1		SDR family NAD(P)-dependent oxidoreductase			GO485_RS00255	13821	4606	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	99063	112160	+							GO485_RS00260	13098		old_locus_tag=GO485_00260
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	99063	112160	+	WP_145879441.1	WP_145879441.1		SDR family NAD(P)-dependent oxidoreductase			GO485_RS00260	13098	4365	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	112226	112981	+							GO485_RS00265	756		old_locus_tag=GO485_00265
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	112226	112981	+	WP_145879439.1	WP_145879439.1		MBL fold metallo-hydrolase			GO485_RS00265	756	251	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	113012	114268	+							GO485_RS00270	1257		old_locus_tag=GO485_00270
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	113012	114268	+	WP_145879437.1	WP_145879437.1		hydroxymethylglutaryl-CoA synthase family protein			GO485_RS00270	1257	418	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	114259	115035	+							GO485_RS00275	777		old_locus_tag=GO485_00275
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	114259	115035	+	WP_145879435.1	WP_145879435.1		enoyl-CoA hydratase/isomerase			GO485_RS00275	777	258	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	115035	115784	+							GO485_RS00280	750		old_locus_tag=GO485_00280
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	115035	115784	+	WP_145879432.1	WP_145879432.1		enoyl-CoA hydratase-related protein			GO485_RS00280	750	249	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	115838	116089	+							GO485_RS00285	252		old_locus_tag=GO485_00285
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	115838	116089	+	WP_229418925.1	WP_229418925.1		acyl carrier protein			GO485_RS00285	252	83	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	116076	117311	+							GO485_RS00290	1236		old_locus_tag=GO485_00290
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	116076	117311	+	WP_145879429.1	WP_145879429.1		polyketide beta-ketoacyl:ACP synthase			GO485_RS00290	1236	411	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	117336	118454	+					fabD		GO485_RS00295	1119		old_locus_tag=GO485_00295
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	117336	118454	+	WP_145879427.1	WP_145879427.1		ACP S-malonyltransferase	fabD		GO485_RS00295	1119	372	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	118546	118839	+							GO485_RS00300	294		old_locus_tag=GO485_00300
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	118546	118839	+	WP_145879424.1	WP_145879424.1		hypothetical protein			GO485_RS00300	294	97	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	118883	119854	+							GO485_RS00305	972		old_locus_tag=GO485_00305
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	118883	119854	+	WP_145879423.1	WP_145879423.1		acyltransferase domain-containing protein			GO485_RS00305	972	323	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	119851	120633	-							GO485_RS00310	783		old_locus_tag=GO485_00310
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	119851	120633	-	WP_145879421.1	WP_145879421.1		4'-phosphopantetheinyl transferase superfamily protein			GO485_RS00310	783	260	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	120760	121467	+							GO485_RS00315	708		old_locus_tag=GO485_00315
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	120760	121467	+	WP_158206630.1	WP_158206630.1		hypothetical protein			GO485_RS00315	708	235	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	121457	122545	-							GO485_RS00320	1089		old_locus_tag=GO485_00320
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	121457	122545	-	WP_229418924.1	WP_229418924.1		immunity 71 family protein			GO485_RS00320	1089	362	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	122609	123256	-							GO485_RS00325	648		old_locus_tag=GO485_00325
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	122609	123256	-	WP_145879416.1	WP_145879416.1		hypothetical protein			GO485_RS00325	648	215	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	123363	124481	-							GO485_RS00330	1119		old_locus_tag=GO485_00330
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	123363	124481	-	WP_145879414.1	WP_145879414.1		hypothetical protein			GO485_RS00330	1119	372	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	124513	125058	-							GO485_RS00335	546		old_locus_tag=GO485_00335
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	124513	125058	-	WP_145879412.1	WP_145879412.1		lysozyme inhibitor LprI family protein			GO485_RS00335	546	181	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	125170	125946	-							GO485_RS00340	777		old_locus_tag=GO485_00340
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	125170	125946	-	WP_145879410.1	WP_145879410.1		hypothetical protein			GO485_RS00340	777	258	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	126162	127037	-							GO485_RS00345	876		old_locus_tag=GO485_00345
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	126162	127037	-	WP_145879408.1	WP_145879408.1		hypothetical protein			GO485_RS00345	876	291	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	127248	128354	-							GO485_RS00350	1107		old_locus_tag=GO485_00350
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	127248	128354	-	WP_145879406.1	WP_145879406.1		hypothetical protein			GO485_RS00350	1107	368	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	128365	129927	-							GO485_RS00355	1563		old_locus_tag=GO485_00355
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	128365	129927	-	WP_145879404.1	WP_145879404.1		hypothetical protein			GO485_RS00355	1563	520	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	129951	132767	-							GO485_RS00360	2817		old_locus_tag=GO485_00360
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	129951	132767	-	WP_145879402.1	WP_145879402.1		type VI secretion system tip protein VgrG			GO485_RS00360	2817	938	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	132767	133528	-					icmH		GO485_RS00365	762		old_locus_tag=GO485_00365
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	132767	133528	-	WP_145879400.1	WP_145879400.1		type IVB secretion system protein IcmH/DotU	icmH		GO485_RS00365	762	253	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	133572	134903	-					tssK		GO485_RS00370	1332		old_locus_tag=GO485_00370
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	133572	134903	-	WP_145879398.1	WP_145879398.1		type VI secretion system baseplate subunit TssK	tssK		GO485_RS00370	1332	443	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	135279	135779	+							GO485_RS00375	501		old_locus_tag=GO485_00375
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	135279	135779	+	WP_229419100.1	WP_229419100.1		hypothetical protein			GO485_RS00375	501	166	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	135807	136310	+					tssB		GO485_RS00380	504		old_locus_tag=GO485_00380
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	135807	136310	+	WP_145879394.1	WP_145879394.1		type VI secretion system contractile sheath small subunit	tssB		GO485_RS00380	504	167	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	136313	137803	+					tssC		GO485_RS00385	1491		old_locus_tag=GO485_00385
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	136313	137803	+	WP_145879392.1	WP_145879392.1		type VI secretion system contractile sheath large subunit	tssC		GO485_RS00385	1491	496	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	137843	138334	+							GO485_RS00390	492		old_locus_tag=GO485_00390
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	137843	138334	+	WP_145879390.1	WP_145879390.1		type VI secretion system tube protein Hcp			GO485_RS00390	492	163	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	138355	138846	+					tssE		GO485_RS00395	492		old_locus_tag=GO485_00395
