# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	52177	55014	+							CR152_RS00255	2838		old_locus_tag=CR152_00260
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	52177	55014	+	WP_099872705.1	WP_099872705.1		hsp70 family protein			CR152_RS00255	2838	945	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	55098	56897	+							CR152_RS00260	1800		old_locus_tag=CR152_00265
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	55098	56897	+	WP_099872708.1	WP_099872708.1		hypothetical protein			CR152_RS00260	1800	599	
gene	pseudogene	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	57057	57233	+							CR152_RS33955	177		partial;pseudo
CDS	without_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	57057	57233	+				HNH endonuclease			CR152_RS33955	177		partial;pseudo
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	57462	58541	+							CR152_RS00270	1080		old_locus_tag=CR152_00275
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	57462	58541	+	WP_099872713.1	WP_099872713.1		phospholipase A			CR152_RS00270	1080	359	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	58642	59406	-							CR152_RS00275	765		old_locus_tag=CR152_00280
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	58642	59406	-	WP_099872716.1	WP_099872716.1		hypothetical protein			CR152_RS00275	765	254	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	59452	60240	-							CR152_RS00280	789		old_locus_tag=CR152_00285
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	59452	60240	-	WP_167399853.1	WP_167399853.1		DUF2491 family protein			CR152_RS00280	789	262	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	60242	60817	-							CR152_RS00285	576		old_locus_tag=CR152_00290
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	60242	60817	-	WP_099872719.1	WP_099872719.1		hypothetical protein			CR152_RS00285	576	191	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	60909	61193	+							CR152_RS00290	285		old_locus_tag=CR152_00295
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	60909	61193	+	WP_099872722.1	WP_099872722.1		hypothetical protein			CR152_RS00290	285	94	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	61289	61774	+							CR152_RS00295	486		old_locus_tag=CR152_00300
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	61289	61774	+	WP_099872724.1	WP_099872724.1		phage regulatory CII family protein			CR152_RS00295	486	161	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	61815	62231	-							CR152_RS00300	417		old_locus_tag=CR152_00305
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	61815	62231	-	WP_099872726.1	WP_099872726.1		hypothetical protein			CR152_RS00300	417	138	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	62351	63499	-							CR152_RS00305	1149		old_locus_tag=CR152_00310
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	62351	63499	-	WP_157778257.1	WP_157778257.1		GGDEF domain-containing protein			CR152_RS00305	1149	382	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	63758	64759	+							CR152_RS00310	1002		old_locus_tag=CR152_00315
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	63758	64759	+	WP_099872731.1	WP_099872731.1		2-hydroxyacid dehydrogenase			CR152_RS00310	1002	333	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	64807	65439	-							CR152_RS00315	633		old_locus_tag=CR152_00320
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	64807	65439	-	WP_157778258.1	WP_157778258.1		hypothetical protein			CR152_RS00315	633	210	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	65445	66473	-							CR152_RS00320	1029		old_locus_tag=CR152_00325
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	65445	66473	-	WP_157778259.1	WP_157778259.1		pesticin C-terminus-like muramidase			CR152_RS00320	1029	342	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	66475	66828	-							CR152_RS00325	354		old_locus_tag=CR152_00330
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	66475	66828	-	WP_099872736.1	WP_099872736.1		hypothetical protein			CR152_RS00325	354	117	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	66843	67415	-							CR152_RS00330	573		old_locus_tag=CR152_00335
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	66843	67415	-	WP_099872739.1	WP_099872739.1		DUF4123 domain-containing protein			CR152_RS00330	573	190	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	67417	67752	-							CR152_RS00335	336		old_locus_tag=CR152_00340
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	67417	67752	-	WP_099872741.1	WP_099872741.1		PAAR domain-containing protein			CR152_RS00335	336	111	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	67782	70457	-					vgrG		CR152_RS00340	2676		old_locus_tag=CR152_00345
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	67782	70457	-	WP_099872744.1	WP_099872744.1		type VI secretion system tip protein VgrG	vgrG		CR152_RS00340	2676	891	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	70811	71551	-							CR152_RS00345	741		old_locus_tag=CR152_00350
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	70811	71551	-	WP_099872747.1	WP_099872747.1		DUF4142 domain-containing protein			CR152_RS00345	741	246	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	71839	72648	-							CR152_RS00350	810		old_locus_tag=CR152_00355
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	71839	72648	-	WP_099872750.1	WP_099872750.1		response regulator			CR152_RS00350	810	269	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	72681	73022	-							CR152_RS00355	342		old_locus_tag=CR152_00360
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	72681	73022	-	WP_099872753.1	WP_099872753.1		Hpt domain-containing protein			CR152_RS00355	342	113	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	73019	73405	-							CR152_RS00360	387		old_locus_tag=CR152_00365
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	73019	73405	-	WP_099872756.1	WP_099872756.1		response regulator			CR152_RS00360	387	128	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	73432	75411	-							CR152_RS00365	1980		old_locus_tag=CR152_00370
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	73432	75411	-	WP_099872759.1	WP_099872759.1		PAS domain S-box protein			CR152_RS00365	1980	659	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	75765	76352	+							CR152_RS00370	588		old_locus_tag=CR152_00375
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	75765	76352	+	WP_099872761.1	WP_099872761.1		hypothetical protein			CR152_RS00370	588	195	
gene	tRNA	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	76477	76547	+							CR152_RS00375	71		old_locus_tag=CR152_00380
tRNA		GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	76477	76547	+				tRNA-Cys			CR152_RS00375	71		anticodon=GCA
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	76586	77767	+							CR152_RS00380	1182		old_locus_tag=CR152_00385
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	76586	77767	+	WP_099872764.1	WP_099872764.1		right-handed parallel beta-helix repeat-containing protein			CR152_RS00380	1182	393	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	78142	80028	+							CR152_RS00385	1887		old_locus_tag=CR152_00390
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	78142	80028	+	WP_229413228.1	WP_229413228.1		alpha amylase C-terminal domain-containing protein			CR152_RS00385	1887	628	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	80322	81626	+							CR152_RS00390	1305		old_locus_tag=CR152_00395
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	80322	81626	+	WP_099872767.1	WP_099872767.1		cation:proton antiporter			CR152_RS00390	1305	434	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	81751	82419	+							CR152_RS00395	669		old_locus_tag=CR152_00400
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	81751	82419	+	WP_157778260.1	WP_157778260.1		hypothetical protein			CR152_RS00395	669	222	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	82457	82900	+							CR152_RS00400	444		old_locus_tag=CR152_00405
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	82457	82900	+	WP_099872771.1	WP_099872771.1		hypothetical protein			CR152_RS00400	444	147	
gene	pseudogene	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	82989	83255	-							CR152_RS00405	267		partial;pseudo;old_locus_tag=CR152_00410
